iter	RMSE
745	0.2089305969
746	0.2086290305
747	0.2084658938
748	0.2083122293
749	0.2081761221
750	0.2081536024
751	0.2078638597
752	0.2076093239
753	0.2072937978
754	0.2071679375
755	0.2070586681
756	0.2066306141
757	0.2064611592
758	0.2063307395
759	0.2061507879
760	0.206055094
761	0.205825132
762	0.2056842305
763	0.2054462621
764	0.2052787125
765	0.2050579001
766	0.2049316608
767	0.2046024472
768	0.204292587
769	0.204069327
770	0.204046393
771	0.2038602343
772	0.203504449
773	0.2031528508
774	0.2029474535
775	0.20258331
776	0.202390819
777	0.2021138314
778	0.2018335495
779	0.2015659334
780	0.2014176042
781	0.2009673152
782	0.200742883
783	0.2006397723
784	0.2004687414
785	0.1999772817
786	0.1997666489
787	0.1995066691
788	0.198833674
789	0.1986777143
790	0.1985219031
791	0.1981062127
792	0.1979486849
793	0.1977661093
794	0.1974575365
795	0.1971414717
796	0.1970100757
797	0.1969039146
798	0.1966079891
799	0.1964830096
